path	area	role	lines	native_destination	dest_method	dest_confidence
tt_4.8.4/bansystem/BanList.cpp	bansystem	server-only	79	Code/wwnet	area-rule	high
tt_4.8.4/bansystem/BanList.h	bansystem	server-only	62	Code/wwnet	area-rule	high
tt_4.8.4/bansystem/BanListStore.cpp	bansystem	server-only	91	Code/wwnet	area-rule	high
tt_4.8.4/bansystem/BanListStore.h	bansystem	server-only	35	Code/wwnet	area-rule	high
tt_4.8.4/bansystem/BanSystem.h	bansystem	server-only	48	Code/wwnet	area-rule	high
tt_4.8.4/bansystem/General.cpp	bansystem	server-only	12	Code/wwnet	area-rule	high
tt_4.8.4/bansystem/General.h	bansystem	server-only	18	Code/wwnet	area-rule	high
tt_4.8.4/bansystem/IpAddress.cpp	bansystem	server-only	15	Code/wwnet	area-rule	high
tt_4.8.4/bansystem/IpAddress.h	bansystem	server-only	35	Code/wwnet	area-rule	high
tt_4.8.4/bansystem/bansystem.cpp	bansystem	server-only	211	Code/wwnet	area-rule	high
tt_4.8.4/crates/General.cpp	crates	custom gameplay script	12	DROP: directive 0.5 (no binary-plugin compatibility layer)	area-rule	high
tt_4.8.4/crates/General.h	crates	custom gameplay script	18	DROP: directive 0.5 (no binary-plugin compatibility layer)	area-rule	high
tt_4.8.4/crates/crates.cpp	crates	custom gameplay script	749	DROP: directive 0.5 (no binary-plugin compatibility layer)	area-rule	high
tt_4.8.4/dep/libconfig/libconfig.h	dep	utility	266	EXCLUDED: vendored third-party dependency	area-rule	high
tt_4.8.4/example-plugin/ExamplePlugin.cpp	example-plugin	custom gameplay script	166	DROP: directive 0.5 (no binary-plugin compatibility layer)	area-rule	high
tt_4.8.4/example-plugin/ExamplePlugin.h	example-plugin	custom gameplay script	52	DROP: directive 0.5 (no binary-plugin compatibility layer)	area-rule	high
tt_4.8.4/example-plugin/General.cpp	example-plugin	custom gameplay script	12	DROP: directive 0.5 (no binary-plugin compatibility layer)	area-rule	high
tt_4.8.4/example-plugin/General.h	example-plugin	custom gameplay script	18	DROP: directive 0.5 (no binary-plugin compatibility layer)	area-rule	high
tt_4.8.4/keycfg/keycfg.cpp	keycfg	installer/deployment	510	Code/Tools/WWConfig	area-rule	high
tt_4.8.4/keycfg/resource.h	keycfg	installer/deployment	25	Code/Tools/WWConfig	area-rule	high
tt_4.8.4/randomstartingcredits/General.cpp	randomstartingcredits	custom gameplay script	12	DROP: directive 0.5 (no binary-plugin compatibility layer)	area-rule	high
tt_4.8.4/randomstartingcredits/General.h	randomstartingcredits	custom gameplay script	18	DROP: directive 0.5 (no binary-plugin compatibility layer)	area-rule	high
tt_4.8.4/randomstartingcredits/RandomStartingCredits.cpp	randomstartingcredits	custom gameplay script	56	DROP: directive 0.5 (no binary-plugin compatibility layer)	area-rule	high
tt_4.8.4/randomstartingcredits/RandomStartingCredits.h	randomstartingcredits	custom gameplay script	14	DROP: directive 0.5 (no binary-plugin compatibility layer)	area-rule	high
tt_4.8.4/scripts/AABTreeCull.h	scripts	utility	179	Code/WWMath	class-decl	high
tt_4.8.4/scripts/AABoxClass.h	scripts	utility	286	Code/WWMath	class-decl	high
tt_4.8.4/scripts/AAPlaneClass.h	scripts	utility	55	Code/WWMath	class-decl	high
tt_4.8.4/scripts/AirFactoryGameObj.h	scripts	building/factory class	62	Code/Combat	include-fanout (1/1)	medium
tt_4.8.4/scripts/AirFactoryGameObjDef.h	scripts	building/factory class	41	Code/Combat	include-fanout (1/1)	medium
tt_4.8.4/scripts/AirStripGameObj.h	scripts	engine wrapper/API	63	Code/Combat	class-decl	high
tt_4.8.4/scripts/AirStripGameObjDef.h	scripts	engine wrapper/API	49	Code/Combat	class-decl	high
tt_4.8.4/scripts/AnimCollisionManagerClass.h	scripts	physics/collision API	164	Code/wwphys	class-decl	high
tt_4.8.4/scripts/AnimControlClass.h	scripts	engine wrapper/API	59	Code/Combat	class-decl	high
tt_4.8.4/scripts/ArmedGameObj.h	scripts	engine wrapper/API	64	Code/Combat	class-decl	high
tt_4.8.4/scripts/ArmedGameObjDef.h	scripts	engine wrapper/API	43	Code/Combat	class-decl	high
tt_4.8.4/scripts/ArmorWarheadManager.h	scripts	utility	62	Code/wwlib	include-fanout (1/2)	low
tt_4.8.4/scripts/AudibleSoundClass.h	scripts	engine wrapper/API	171	Code/WWAudio	class-decl	high
tt_4.8.4/scripts/AudibleSoundDefinitionClass.cpp	scripts	engine wrapper/API	271	Code/WWAudio	class-decl (paired header)	high
tt_4.8.4/scripts/AudibleSoundDefinitionClass.h	scripts	engine wrapper/API	94	Code/WWAudio	class-decl	high
tt_4.8.4/scripts/AudioCallbackListClass.h	scripts	engine wrapper/API	70	Code/WWAudio	class-decl	high
tt_4.8.4/scripts/BaseControllerClass.h	scripts	building/factory class	144	Code/Combat	class-decl	high
tt_4.8.4/scripts/BaseGameObj.h	scripts	engine wrapper/API	63	Code/Combat	class-decl	high
tt_4.8.4/scripts/BaseGameObjDef.h	scripts	engine wrapper/API	27	Code/Combat	class-decl	high
tt_4.8.4/scripts/BeaconGameObj.h	scripts	engine wrapper/API	84	Code/Combat	class-decl	high
tt_4.8.4/scripts/BeaconGameObjDef.h	scripts	engine wrapper/API	57	Code/Combat	class-decl	high
tt_4.8.4/scripts/BufferedFileClass.h	scripts	utility	139	Code/wwlib	class-decl	high
tt_4.8.4/scripts/BuildingAggregateClass.h	scripts	engine wrapper/API	37	Code/Combat	class-decl	high
tt_4.8.4/scripts/BuildingAggregateDefClass.h	scripts	engine wrapper/API	53	Code/Combat	class-decl	high
tt_4.8.4/scripts/BuildingGameObj.h	scripts	building/factory class	157	Code/Combat	class-decl	high
tt_4.8.4/scripts/BuildingGameObjDef.h	scripts	engine wrapper/API	87	Code/Combat	class-decl	high
tt_4.8.4/scripts/C4GameObj.h	scripts	engine wrapper/API	65	Code/Combat	class-decl	high
tt_4.8.4/scripts/C4GameObjDef.h	scripts	engine wrapper/API	34	Code/Combat	class-decl	high
tt_4.8.4/scripts/CastResultStruct.h	scripts	utility	28	Code/WWMath	class-decl	high
tt_4.8.4/scripts/ChunkClass.h	scripts	utility	127	Code/wwlib	class-decl	high
tt_4.8.4/scripts/ChunkClasses.cpp	scripts	utility	351	Code/wwlib	member-def	high
tt_4.8.4/scripts/CinematicGameObj.h	scripts	engine wrapper/API	43	Code/Combat	class-decl	high
tt_4.8.4/scripts/CinematicGameObjDef.h	scripts	engine wrapper/API	40	Code/Combat	class-decl	high
tt_4.8.4/scripts/ComCenterGameObj.h	scripts	engine wrapper/API	34	Code/Combat	class-decl	high
tt_4.8.4/scripts/ComCenterGameObjDef.h	scripts	engine wrapper/API	37	Code/Combat	class-decl	high
tt_4.8.4/scripts/CombatManager.h	scripts	engine wrapper/API	219	Code/Combat	class-decl	high
tt_4.8.4/scripts/CommandLineParser.cpp	scripts	custom gameplay script	114	Code/Scripts	area-default	low
tt_4.8.4/scripts/CommandLineParser.h	scripts	custom gameplay script	35	Code/Scripts	area-default	low
tt_4.8.4/scripts/ConnectionAcceptanceFilter.h	scripts	network extension	48	Code/wwnet	per-file	high
tt_4.8.4/scripts/ConnectionRequest.h	scripts	utility	31	Code/wwlib	include-fanout (1/1)	medium
tt_4.8.4/scripts/ConstructionYardGameObj.h	scripts	building/factory class	40	Code/Combat	include-fanout (1/1)	medium
tt_4.8.4/scripts/ConstructionYardGameObjDef.h	scripts	building/factory class	39	Code/Combat	include-fanout (1/1)	medium
tt_4.8.4/scripts/ControlClass.h	scripts	engine wrapper/API	118	Code/Combat	class-decl	high
tt_4.8.4/scripts/ConversationClass.h	scripts	engine wrapper/API	258	Code/Combat	class-decl	high
tt_4.8.4/scripts/Crc32.cpp	scripts	utility	123	Code/wwlib	include-fanout (2/2)	medium
tt_4.8.4/scripts/Crc32.h	scripts	utility	22	Code/wwlib	paired-file (include-fanout)	medium
tt_4.8.4/scripts/CriticalSectionClass.cpp	scripts	utility	67	Code/wwlib	class-decl (paired header)	high
tt_4.8.4/scripts/CriticalSectionClass.h	scripts	utility	117	Code/wwlib	class-decl	high
tt_4.8.4/scripts/CullSystemClass.h	scripts	utility	40	Code/WWMath	class-decl	high
tt_4.8.4/scripts/CullableClass.h	scripts	utility	50	Code/WWMath	class-decl	high
tt_4.8.4/scripts/DBIKScripts.cpp	scripts	custom gameplay script	1975	Code/Scripts	script-decl	high
tt_4.8.4/scripts/DBIKScripts.h	scripts	custom gameplay script	282	Code/Scripts	script-decl	high
tt_4.8.4/scripts/DBScripts.cpp	scripts	custom gameplay script	1551	Code/Scripts	script-decl	high
tt_4.8.4/scripts/DBVehicleBypass.cpp	scripts	custom gameplay script	183	Code/Scripts	script-decl	high
tt_4.8.4/scripts/DB_General.h	scripts	custom gameplay script	31	Code/Scripts	area-default	low
tt_4.8.4/scripts/DB_Innate.cpp	scripts	custom gameplay script	944	Code/Scripts	script-decl	high
tt_4.8.4/scripts/DB_Innate.h	scripts	custom gameplay script	114	Code/Scripts	script-decl	high
tt_4.8.4/scripts/DB_Research_Terminals.cpp	scripts	custom gameplay script	1026	Code/Scripts	script-decl	high
tt_4.8.4/scripts/DB_Research_Terminals.h	scripts	custom gameplay script	177	Code/Scripts	script-decl	high
tt_4.8.4/scripts/DamageZoneGameObj.h	scripts	engine wrapper/API	35	Code/Combat	class-decl	high
tt_4.8.4/scripts/DamageZoneGameObjDef.h	scripts	engine wrapper/API	37	Code/Combat	class-decl	high
tt_4.8.4/scripts/DamageableGameObj.h	scripts	engine wrapper/API	56	Code/Combat	class-decl	high
tt_4.8.4/scripts/DamageableGameObjDef.h	scripts	engine wrapper/API	54	Code/Combat	class-decl	high
tt_4.8.4/scripts/DecorationPhysClass.h	scripts	physics/collision API	46	Code/wwphys	class-decl	high
tt_4.8.4/scripts/DecorationPhysDefClass.h	scripts	physics/collision API	37	Code/wwphys	class-decl	high
tt_4.8.4/scripts/DefaultConnectionAcceptanceFilter.cpp	scripts	network extension	132	Code/wwnet	per-file	high
tt_4.8.4/scripts/DefaultConnectionAcceptanceFilter.h	scripts	network extension	35	Code/wwnet	per-file	high
tt_4.8.4/scripts/DefenseObjectClass.h	scripts	engine wrapper/API	84	Code/Combat	class-decl	high
tt_4.8.4/scripts/DefenseObjectDefClass.h	scripts	engine wrapper/API	34	Code/Combat	class-decl	high
tt_4.8.4/scripts/Defines.h	scripts	utility	313	Code/wwlib	include-fanout (1/1)	medium
tt_4.8.4/scripts/Definition.h	scripts	save/load	84	Code/wwsaveload	class-decl	high
tt_4.8.4/scripts/DefinitionFactoryClass.cpp	scripts	save/load	24	Code/wwsaveload	class-decl (paired header)	high
tt_4.8.4/scripts/DefinitionFactoryClass.h	scripts	save/load	27	Code/wwsaveload	class-decl	high
tt_4.8.4/scripts/DefinitionFactoryMgrClass.cpp	scripts	save/load	108	Code/wwsaveload	class-decl (paired header)	high
tt_4.8.4/scripts/DefinitionFactoryMgrClass.h	scripts	save/load	31	Code/wwsaveload	class-decl	high
tt_4.8.4/scripts/DefinitionMgrClass.cpp	scripts	save/load	501	Code/wwsaveload	class-decl (paired header)	high
tt_4.8.4/scripts/DefinitionMgrClass.h	scripts	save/load	89	Code/wwsaveload	class-decl	high
tt_4.8.4/scripts/DialogueClass.h	scripts	engine wrapper/API	81	Code/Combat	class-decl	high
tt_4.8.4/scripts/DynamicPhysClass.h	scripts	physics/collision API	48	Code/wwphys	class-decl	high
tt_4.8.4/scripts/DynamicPhysDefClass.h	scripts	physics/collision API	35	Code/wwphys	class-decl	high
tt_4.8.4/scripts/DynamicShadowManager.h	scripts	physics/collision API	54	Code/wwphys	class-decl	high
tt_4.8.4/scripts/Editable.h	scripts	save/load	37	Code/wwsaveload	class-decl	high
tt_4.8.4/scripts/ExtendedNetworkObject.h	scripts	network extension	51	Code/wwnet	per-file	high
tt_4.8.4/scripts/FileFactoryListClass.cpp	scripts	engine wrapper/API	151	Code/Combat	class-decl (paired header)	high
tt_4.8.4/scripts/FileFactoryListClass.h	scripts	engine wrapper/API	53	Code/Combat	class-decl	high
tt_4.8.4/scripts/FrustumClass.h	scripts	utility	79	Code/WWMath	class-decl	high
tt_4.8.4/scripts/GameData.h	scripts	network extension	471	Code/Commando	class-decl	high
tt_4.8.4/scripts/GameDefinition.h	scripts	utility	64	Code/wwlib	include-fanout (2/2)	medium
tt_4.8.4/scripts/GameObjManager.h	scripts	building/factory class	88	Code/Combat	class-decl	high
tt_4.8.4/scripts/General.cpp	scripts	utility	12	Code/wwlib	paired-file (include-fanout)	medium
tt_4.8.4/scripts/General.h	scripts	utility	18	Code/wwlib	include-fanout (1/1)	medium
tt_4.8.4/scripts/GridCull.h	scripts	utility	263	Code/WWMath	class-decl	high
tt_4.8.4/scripts/HTreeClass.h	scripts	render/shader integration	111	Code/ww3d2	class-decl	high
tt_4.8.4/scripts/HUDSurfaceClass.h	scripts	HUD/UI	197	Code/wwui	per-file	high
tt_4.8.4/scripts/HarvesterClass.h	scripts	engine wrapper/API	114	Code/Combat	class-decl	high
tt_4.8.4/scripts/HashTemplateClass.h	scripts	utility	391	Code/wwlib	class-decl	high
tt_4.8.4/scripts/HashTemplateIterator.h	scripts	utility	92	Code/wwlib	include-fanout (1/1)	medium
tt_4.8.4/scripts/HashTemplateKeyClass.cpp	scripts	custom gameplay script	20	Code/Scripts	area-default	low
tt_4.8.4/scripts/HashTemplateKeyClass.h	scripts	custom gameplay script	39	Code/Scripts	area-default	low
tt_4.8.4/scripts/HumanStateClass.h	scripts	engine wrapper/API	168	Code/Combat	class-decl	high
tt_4.8.4/scripts/Iterator.cpp	scripts	utility	16	Code/wwlib	paired-file (include-fanout)	medium
tt_4.8.4/scripts/Iterator.h	scripts	utility	206	Code/wwlib	include-fanout (2/2)	medium
tt_4.8.4/scripts/JMGRenetBuster.h	scripts	custom gameplay script	2536	Code/Scripts	script-decl	high
tt_4.8.4/scripts/JMGRenetBusters.cpp	scripts	custom gameplay script	4447	Code/Scripts	script-decl	high
tt_4.8.4/scripts/JmgDeathMatch.cpp	scripts	custom gameplay script	449	Code/Scripts	script-decl	high
tt_4.8.4/scripts/JmgDeathMatch.h	scripts	custom gameplay script	244	Code/Scripts	script-decl	high
tt_4.8.4/scripts/LightPhysClass.h	scripts	physics/collision API	39	Code/wwphys	class-decl	high
tt_4.8.4/scripts/LineSegClass.cpp	scripts	utility	68	Code/WWMath	paired-file (include-fanout)	medium
tt_4.8.4/scripts/LineSegClass.h	scripts	utility	95	Code/WWMath	include-fanout (2/2)	medium
tt_4.8.4/scripts/LoopedAnimationController.cpp	scripts	utility	121	Code/Combat	include-fanout (2/2)	medium
tt_4.8.4/scripts/LoopedAnimationController.h	scripts	engine wrapper/API	105	Code/Combat	paired-file (include-fanout)	medium
tt_4.8.4/scripts/MaterialEffectClass.h	scripts	physics/collision API	41	Code/wwphys	class-decl	high
tt_4.8.4/scripts/Matrix3.cpp	scripts	utility	148	Code/WWMath	member-def	high
tt_4.8.4/scripts/Matrix3.h	scripts	utility	469	Code/WWMath	basename	high
tt_4.8.4/scripts/Matrix3D.cpp	scripts	utility	470	Code/WWMath	member-def	high
tt_4.8.4/scripts/Matrix3D.h	scripts	utility	627	Code/WWMath	basename	high
tt_4.8.4/scripts/MeshClass.h	scripts	render/shader integration	187	Code/ww3d2	class-decl	high
tt_4.8.4/scripts/MixFileFactoryClass.cpp	scripts	utility	373	Code/wwlib	class-decl (paired header)	high
tt_4.8.4/scripts/MixFileFactoryClass.h	scripts	utility	123	Code/wwlib	class-decl	high
tt_4.8.4/scripts/MoveablePhysClass.h	scripts	physics/collision API	80	Code/wwphys	class-decl	high
tt_4.8.4/scripts/MoveablePhysDefClass.h	scripts	physics/collision API	51	Code/wwphys	class-decl	high
tt_4.8.4/scripts/MuzzleFlashClass.h	scripts	engine wrapper/API	41	Code/Combat	class-decl	high
tt_4.8.4/scripts/MuzzleRecoilClass.h	scripts	engine wrapper/API	42	Code/Combat	class-decl	high
tt_4.8.4/scripts/NavalFactoryGameObj.h	scripts	building/factory class	74	Code/Combat	include-fanout (1/1)	medium
tt_4.8.4/scripts/NavalFactoryGameObjDef.h	scripts	building/factory class	42	Code/Combat	include-fanout (1/1)	medium
tt_4.8.4/scripts/NetworkObjectClass.h	scripts	network extension	168	Code/wwnet	class-decl	high
tt_4.8.4/scripts/ODESystemClass.h	scripts	utility	26	Code/WWMath	class-decl	high
tt_4.8.4/scripts/ObjectLibraryManager.cpp	scripts	engine wrapper/API	31	Code/Combat	class-decl (paired header)	high
tt_4.8.4/scripts/ObjectLibraryManager.h	scripts	engine wrapper/API	16	Code/Combat	class-decl	high
tt_4.8.4/scripts/Observee.h	scripts	utility	33	Code/wwlib	include-fanout (1/1)	medium
tt_4.8.4/scripts/ObserverImpClass.h	scripts	engine wrapper/API	50	Code/Combat	per-file	high
tt_4.8.4/scripts/OffenseObjectClass.h	scripts	engine wrapper/API	37	Code/Combat	class-decl	high
tt_4.8.4/scripts/Parameter.h	scripts	save/load	196	Code/wwsaveload	class-decl	high
tt_4.8.4/scripts/Persist.h	scripts	save/load	25	Code/wwsaveload	class-decl	high
tt_4.8.4/scripts/PersistFactoryClass.cpp	scripts	save/load	169	Code/wwsaveload	class-decl (paired header)	high
tt_4.8.4/scripts/PersistFactoryClass.h	scripts	save/load	33	Code/wwsaveload	class-decl	high
tt_4.8.4/scripts/PhysClass.h	scripts	physics/collision API	269	Code/wwphys	class-decl	high
tt_4.8.4/scripts/PhysControllerClass.h	scripts	physics/collision API	46	Code/wwphys	class-decl	high
tt_4.8.4/scripts/PhysDefClass.h	scripts	physics/collision API	128	Code/wwphys	class-decl	high
tt_4.8.4/scripts/PhysObserverClass.h	scripts	physics/collision API	47	Code/wwphys	class-decl	high
tt_4.8.4/scripts/PhysicalGameObj.h	scripts	engine wrapper/API	138	Code/Combat	class-decl	high
tt_4.8.4/scripts/PhysicalGameObjDef.h	scripts	engine wrapper/API	53	Code/Combat	class-decl	high
tt_4.8.4/scripts/PhysicsConstants.h	scripts	physics/collision API	78	Code/wwphys	class-decl	high
tt_4.8.4/scripts/PhysicsSceneClass.h	scripts	physics/collision API	421	Code/wwphys	class-decl	high
tt_4.8.4/scripts/PlayerDataClass.h	scripts	engine wrapper/API	101	Code/Combat	class-decl	high
tt_4.8.4/scripts/PointerRemapClass.cpp	scripts	save/load	113	Code/wwsaveload	class-decl (paired header)	high
tt_4.8.4/scripts/PointerRemapClass.h	scripts	save/load	74	Code/wwsaveload	class-decl	high
tt_4.8.4/scripts/PostLoadableClass.h	scripts	save/load	27	Code/wwsaveload	per-file	high
tt_4.8.4/scripts/PowerPlantGameObj.h	scripts	building/factory class	34	Code/Combat	class-decl	high
tt_4.8.4/scripts/PowerPlantGameObjDef.h	scripts	building/factory class	37	Code/Combat	class-decl	high
tt_4.8.4/scripts/PowerupGameObj.h	scripts	engine wrapper/API	54	Code/Combat	class-decl	high
tt_4.8.4/scripts/PowerupGameObjDef.h	scripts	engine wrapper/API	58	Code/Combat	class-decl	high
tt_4.8.4/scripts/PresetMgr.cpp	scripts	engine wrapper/API	372	Code/Tools/LevelEdit	class-decl (paired header)	high
tt_4.8.4/scripts/PresetMgr.h	scripts	engine wrapper/API	123	Code/Tools/LevelEdit	class-decl	high
tt_4.8.4/scripts/ProjectorManagerClass.h	scripts	physics/collision API	79	Code/wwphys	class-decl	high
tt_4.8.4/scripts/PurchaseSettingsDefClass.h	scripts	engine wrapper/API	222	Code/Combat	per-file	high
tt_4.8.4/scripts/Quaternion.cpp	scripts	utility	343	Code/WWMath	class-decl (paired header)	high
tt_4.8.4/scripts/Quaternion.h	scripts	utility	155	Code/WWMath	class-decl	high
tt_4.8.4/scripts/Random2Class.cpp	scripts	utility	104	Code/wwlib	class-decl (paired header)	high
tt_4.8.4/scripts/Random2Class.h	scripts	utility	112	Code/wwlib	class-decl	high
tt_4.8.4/scripts/Random3Class.cpp	scripts	utility	60	Code/wwlib	class-decl (paired header)	high
tt_4.8.4/scripts/Random3Class.h	scripts	utility	58	Code/wwlib	class-decl	high
tt_4.8.4/scripts/RandomClass.cpp	scripts	utility	26	Code/wwlib	class-decl (paired header)	high
tt_4.8.4/scripts/RandomClass.h	scripts	utility	37	Code/wwlib	class-decl	high
tt_4.8.4/scripts/RawFileClass.h	scripts	utility	440	Code/wwlib	class-decl	high
tt_4.8.4/scripts/ReferenceableClass.h	scripts	engine wrapper/API	85	Code/Combat	class-decl	high
tt_4.8.4/scripts/ReferencerClass.cpp	scripts	engine wrapper/API	79	Code/Combat	member-def	high
tt_4.8.4/scripts/ReferencerClass.h	scripts	save/load	68	Code/wwsaveload	include-fanout (1/2)	low
tt_4.8.4/scripts/RefineryGameObj.h	scripts	building/factory class	84	Code/Combat	class-decl	high
tt_4.8.4/scripts/RefineryGameObjDef.h	scripts	building/factory class	44	Code/Combat	class-decl	high
tt_4.8.4/scripts/RenderObjClass.h	scripts	render/shader integration	332	Code/ww3d2	class-decl	high
tt_4.8.4/scripts/RepairBayGameObj.h	scripts	engine wrapper/API	62	Code/Combat	class-decl	high
tt_4.8.4/scripts/RepairBayGameObjDef.h	scripts	engine wrapper/API	41	Code/Combat	class-decl	high
tt_4.8.4/scripts/RigidBodyClass.h	scripts	physics/collision API	208	Code/wwphys	class-decl	high
tt_4.8.4/scripts/SCAnnouncement.h	scripts	engine wrapper/API	45	Code/Commando	class-decl	high
tt_4.8.4/scripts/SList.h	scripts	utility	366	Code/wwlib	class-decl	high
tt_4.8.4/scripts/SamSiteGameObj.h	scripts	engine wrapper/API	39	Code/Combat	class-decl	high
tt_4.8.4/scripts/SamSiteGameObjDef.h	scripts	engine wrapper/API	32	Code/Combat	class-decl	high
tt_4.8.4/scripts/SaveLoadSubSystemClass.h	scripts	save/load	37	Code/wwsaveload	class-decl	high
tt_4.8.4/scripts/SaveLoadSystemClass.h	scripts	save/load	53	Code/wwsaveload	class-decl	high
tt_4.8.4/scripts/SceneClass.h	scripts	render/shader integration	90	Code/ww3d2	class-decl	high
tt_4.8.4/scripts/ScriptZoneGameObj.h	scripts	engine wrapper/API	53	Code/Combat	class-decl	high
tt_4.8.4/scripts/ScriptZoneGameObjDef.h	scripts	engine wrapper/API	61	Code/Combat	class-decl	high
tt_4.8.4/scripts/ScriptableGameObj.h	scripts	engine wrapper/API	80	Code/Combat	class-decl	high
tt_4.8.4/scripts/ScriptableGameObjDef.h	scripts	engine wrapper/API	32	Code/Combat	class-decl	high
tt_4.8.4/scripts/ScriptedControlClass.h	scripts	utility	77	Code/wwlib	include-fanout (1/2)	low
tt_4.8.4/scripts/ScriptedControls.h	scripts	utility	248	Code/wwlib	include-fanout (2/3)	medium
tt_4.8.4/scripts/ScriptedDialogClass.h	scripts	HUD/UI	110	Code/wwui	per-file	high
tt_4.8.4/scripts/SimpleDefinitionFactoryClass.h	scripts	save/load	47	Code/wwsaveload	class-decl	high
tt_4.8.4/scripts/SimpleFileFactoryClass.cpp	scripts	utility	200	Code/wwlib	class-decl (paired header)	high
tt_4.8.4/scripts/SimpleFileFactoryClass.h	scripts	utility	43	Code/wwlib	class-decl	high
tt_4.8.4/scripts/SimpleGameObj.h	scripts	engine wrapper/API	34	Code/Combat	class-decl	high
tt_4.8.4/scripts/SimpleGameObjDef.h	scripts	engine wrapper/API	38	Code/Combat	class-decl	high
tt_4.8.4/scripts/SimplePersistFactoryClass.h	scripts	save/load	51	Code/wwsaveload	include-fanout (2/2)	medium
tt_4.8.4/scripts/Singleton.h	scripts	utility	67	Code/wwlib	per-file	high
tt_4.8.4/scripts/SmartGameObj.h	scripts	engine wrapper/API	128	Code/Combat	class-decl	high
tt_4.8.4/scripts/SmartGameObjDef.h	scripts	engine wrapper/API	49	Code/Combat	class-decl	high
tt_4.8.4/scripts/SoldierFactoryGameObj.h	scripts	building/factory class	35	Code/Combat	class-decl	high
tt_4.8.4/scripts/SoldierFactoryGameObjDef.h	scripts	building/factory class	38	Code/Combat	class-decl	high
tt_4.8.4/scripts/SoldierGameObj.h	scripts	engine wrapper/API	308	Code/Combat	class-decl	high
tt_4.8.4/scripts/SoldierGameObjDef.h	scripts	engine wrapper/API	73	Code/Combat	class-decl	high
tt_4.8.4/scripts/Sound3DClass.h	scripts	engine wrapper/API	69	Code/WWAudio	class-decl	high
tt_4.8.4/scripts/SoundBufferClass.h	scripts	engine wrapper/API	59	Code/WWAudio	class-decl	high
tt_4.8.4/scripts/SoundSceneObjClass.h	scripts	engine wrapper/API	113	Code/WWAudio	class-decl	high
tt_4.8.4/scripts/SpecialEffectsGameObj.h	scripts	engine wrapper/API	35	Code/Combat	class-decl	high
tt_4.8.4/scripts/SpecialEffectsGameObjDef.h	scripts	engine wrapper/API	38	Code/Combat	class-decl	high
tt_4.8.4/scripts/SphereClass.h	scripts	utility	238	Code/WWMath	class-decl	high
tt_4.8.4/scripts/Standard.h	scripts	installer/deployment	51	Code/Launcher	include-fanout (2/3)	medium
tt_4.8.4/scripts/StaticAnimPhysClass.h	scripts	physics/collision API	65	Code/wwphys	class-decl	high
tt_4.8.4/scripts/StaticAnimPhysDefClass.h	scripts	physics/collision API	54	Code/wwphys	class-decl	high
tt_4.8.4/scripts/StaticPhysClass.h	scripts	physics/collision API	132	Code/wwphys	class-decl	high
tt_4.8.4/scripts/StaticPhysDefClass.h	scripts	physics/collision API	41	Code/wwphys	class-decl	high
tt_4.8.4/scripts/StealthEffectClass.h	scripts	physics/collision API	66	Code/wwphys	class-decl	high
tt_4.8.4/scripts/SuperweaponGameObj.h	scripts	building/factory class	48	Code/Combat	include-fanout (1/1)	medium
tt_4.8.4/scripts/SuperweaponGameObjDef.h	scripts	building/factory class	34	Code/Combat	include-fanout (1/1)	medium
tt_4.8.4/scripts/SysTimeClass.cpp	scripts	custom gameplay script	52	Code/Scripts	area-default	low
tt_4.8.4/scripts/SysTimeClass.h	scripts	custom gameplay script	34	Code/Scripts	area-default	low
tt_4.8.4/scripts/TDBCategoryClass.cpp	scripts	engine wrapper/API	86	Code/wwtranslatedb	class-decl (paired header)	high
tt_4.8.4/scripts/TDBCategoryClass.h	scripts	engine wrapper/API	41	Code/wwtranslatedb	class-decl	high
tt_4.8.4/scripts/TDBObjClass.cpp	scripts	engine wrapper/API	197	Code/wwtranslatedb	class-decl (paired header)	high
tt_4.8.4/scripts/TDBObjClass.h	scripts	engine wrapper/API	60	Code/wwtranslatedb	class-decl	high
tt_4.8.4/scripts/TeamPurchaseSettingsDefClass.h	scripts	network extension	165	Code/wwnet	include-fanout (2/5)	low
tt_4.8.4/scripts/ThreadClass.cpp	scripts	utility	90	Code/wwlib	member-def	high
tt_4.8.4/scripts/ThreadClass.h	scripts	utility	52	Code/wwlib	paired-file (member-def)	high
tt_4.8.4/scripts/TransitionGameObj.h	scripts	engine wrapper/API	45	Code/Combat	class-decl	high
tt_4.8.4/scripts/TransitionGameObjDef.h	scripts	engine wrapper/API	63	Code/Combat	class-decl	high
tt_4.8.4/scripts/TransitionInstanceClass.h	scripts	engine wrapper/API	44	Code/Combat	class-decl	high
tt_4.8.4/scripts/TranslateDBClass.cpp	scripts	engine wrapper/API	701	Code/wwtranslatedb	class-decl (paired header)	high
tt_4.8.4/scripts/TranslateDBClass.h	scripts	engine wrapper/API	242	Code/wwtranslatedb	class-decl	high
tt_4.8.4/scripts/TwiddlerClass.cpp	scripts	save/load	143	Code/wwsaveload	class-decl (paired header)	high
tt_4.8.4/scripts/TwiddlerClass.h	scripts	save/load	40	Code/wwsaveload	class-decl	high
tt_4.8.4/scripts/Types.h	scripts	utility	51	Code/wwlib	per-file	high
tt_4.8.4/scripts/UndergroundEffectClass.h	scripts	physics/collision API	63	Code/wwphys	include-fanout (1/2)	low
tt_4.8.4/scripts/Vector3.h	scripts	utility	436	Code/WWMath	class-decl	high
