path	area	role	lines	native_destination	dest_method	dest_confidence
tt_4.8.4/scripts/Vector3i.h	scripts	utility	66	Code/WWMath	class-decl	high
tt_4.8.4/scripts/VehicleFactoryGameObj.h	scripts	building/factory class	75	Code/Combat	class-decl	high
tt_4.8.4/scripts/VehicleFactoryGameObjDef.h	scripts	building/factory class	47	Code/Combat	class-decl	high
tt_4.8.4/scripts/VehicleGameObj.h	scripts	engine wrapper/API	325	Code/Combat	class-decl	high
tt_4.8.4/scripts/VehicleGameObjDef.h	scripts	engine wrapper/API	105	Code/Combat	class-decl	high
tt_4.8.4/scripts/VisTableClass.h	scripts	physics/collision API	118	Code/wwphys	class-decl	high
tt_4.8.4/scripts/VisTableMgrClass.h	scripts	physics/collision API	93	Code/wwphys	class-decl	high
tt_4.8.4/scripts/WWAudioClass.h	scripts	engine wrapper/API	357	Code/WWAudio	class-decl	high
tt_4.8.4/scripts/WarFactoryGameObj.h	scripts	building/factory class	41	Code/Combat	class-decl	high
tt_4.8.4/scripts/WarFactoryGameObjDef.h	scripts	building/factory class	38	Code/Combat	class-decl	high
tt_4.8.4/scripts/WeaponBagClass.h	scripts	engine wrapper/API	69	Code/Combat	class-decl	high
tt_4.8.4/scripts/WeaponClass.h	scripts	engine wrapper/API	217	Code/Combat	class-decl	high
tt_4.8.4/scripts/WeaponManager.cpp	scripts	engine wrapper/API	40	Code/Combat	class-decl (paired header)	high
tt_4.8.4/scripts/WeaponManager.h	scripts	engine wrapper/API	30	Code/Combat	class-decl	high
tt_4.8.4/scripts/WidgetUserClass.h	scripts	physics/collision API	32	Code/wwphys	class-decl	high
tt_4.8.4/scripts/action.h	scripts	engine wrapper/API	71	Code/Combat	class-decl	high
tt_4.8.4/scripts/agtfix.cpp	scripts	custom gameplay script	376	Code/Scripts	script-decl	high
tt_4.8.4/scripts/agtfix.h	scripts	custom gameplay script	46	Code/Scripts	script-decl	high
tt_4.8.4/scripts/audiocallback.h	scripts	engine wrapper/API	38	Code/WWAudio	class-decl	high
tt_4.8.4/scripts/boxrenderobjclass.h	scripts	render/shader integration	127	Code/ww3d2	class-decl	high
tt_4.8.4/scripts/cAMpaScripts.cpp	scripts	custom gameplay script	175	Code/Scripts	script-decl	high
tt_4.8.4/scripts/cAMpaScripts.h	scripts	custom gameplay script	33	Code/Scripts	script-decl	high
tt_4.8.4/scripts/cGameType.cpp	scripts	engine wrapper/API	17	Code/Combat	class-decl (paired header)	high
tt_4.8.4/scripts/cGameType.h	scripts	engine wrapper/API	34	Code/Combat	class-decl	high
tt_4.8.4/scripts/cNetEvent.h	scripts	engine wrapper/API	41	Code/Commando	class-decl	high
tt_4.8.4/scripts/cPlayer.h	scripts	engine wrapper/API	160	Code/Commando	class-decl	high
tt_4.8.4/scripts/cPlayerKill.h	scripts	engine wrapper/API	17	Code/Commando	class-decl	high
tt_4.8.4/scripts/cPurchaseResponseEvent.h	scripts	engine wrapper/API	41	Code/Commando	class-decl	high
tt_4.8.4/scripts/cScTextObj.h	scripts	engine wrapper/API	51	Code/Commando	class-decl	high
tt_4.8.4/scripts/cTeam.h	scripts	engine wrapper/API	78	Code/Commando	class-decl	high
tt_4.8.4/scripts/coltest.cpp	scripts	render/shader integration	221	Code/ww3d2	class-decl (paired header)	high
tt_4.8.4/scripts/coltest.h	scripts	render/shader integration	164	Code/ww3d2	class-decl	high
tt_4.8.4/scripts/coltype.h	scripts	render/shader integration	32	Code/ww3d2	basename	high
tt_4.8.4/scripts/dan.cpp	scripts	custom gameplay script	467	Code/Scripts	script-decl	high
tt_4.8.4/scripts/dan.h	scripts	custom gameplay script	37	Code/Scripts	script-decl	high
tt_4.8.4/scripts/datasafe.cpp	scripts	engine wrapper/API	124	Code/Commando	class-decl (paired header)	high
tt_4.8.4/scripts/datasafe.h	scripts	engine wrapper/API	1266	Code/Commando	class-decl	high
tt_4.8.4/scripts/definition.cpp	scripts	save/load	83	Code/wwsaveload	class-decl (paired header)	high
tt_4.8.4/scripts/dllmain.cpp	scripts	custom gameplay script	498	Code/Scripts	script-decl	high
tt_4.8.4/scripts/dp88_ar.cpp	scripts	custom gameplay script	3636	Code/Scripts	script-decl	high
tt_4.8.4/scripts/dp88_ar.h	scripts	custom gameplay script	1127	Code/Scripts	script-decl	high
tt_4.8.4/scripts/dp88_ar_unitScripts.cpp	scripts	custom gameplay script	883	Code/Scripts	script-decl	high
tt_4.8.4/scripts/dp88_ar_unitScripts.h	scripts	custom gameplay script	295	Code/Scripts	script-decl	high
tt_4.8.4/scripts/dp88_buildingScripts.cpp	scripts	custom gameplay script	1643	Code/Scripts	script-decl	high
tt_4.8.4/scripts/dp88_buildingScripts.h	scripts	custom gameplay script	559	Code/Scripts	script-decl	high
tt_4.8.4/scripts/dp88_customAI.cpp	scripts	custom gameplay script	1740	Code/Scripts	script-decl	high
tt_4.8.4/scripts/dp88_customAI.h	scripts	custom gameplay script	894	Code/Scripts	script-decl	high
tt_4.8.4/scripts/dp88_custom_timer_defines.h	scripts	custom gameplay script	191	Code/Scripts	area-default	low
tt_4.8.4/scripts/dp88_misc.cpp	scripts	custom gameplay script	2878	Code/Scripts	script-decl	high
tt_4.8.4/scripts/dp88_misc.h	scripts	custom gameplay script	1315	Code/Scripts	script-decl	high
tt_4.8.4/scripts/dp88_veterancy.cpp	scripts	custom gameplay script	1317	Code/Scripts	script-decl	high
tt_4.8.4/scripts/dp88_veterancy.h	scripts	custom gameplay script	244	Code/Scripts	script-decl	high
tt_4.8.4/scripts/engine.h	scripts	utility	34	Code/wwlib	include-fanout (3/4)	medium
tt_4.8.4/scripts/engine_common.cpp	scripts	utility	98	Code/wwlib	include-fanout (1/1)	medium
tt_4.8.4/scripts/engine_common.h	scripts	utility	41	Code/wwlib	paired-file (include-fanout)	medium
tt_4.8.4/scripts/engine_def.cpp	scripts	utility	105	Code/Combat	include-fanout (4/7)	medium
tt_4.8.4/scripts/engine_def.h	scripts	engine wrapper/API	26	Code/Combat	paired-file (include-fanout)	medium
tt_4.8.4/scripts/engine_dialog.cpp	scripts	utility	222	Code/wwlib	include-fanout (1/1)	medium
tt_4.8.4/scripts/engine_dialog.h	scripts	utility	34	Code/wwlib	include-fanout (2/3)	medium
tt_4.8.4/scripts/engine_dmg.cpp	scripts	building/factory class	856	Code/Combat	member-def	high
tt_4.8.4/scripts/engine_dmg.h	scripts	engine wrapper/API	93	Code/Combat	paired-file (member-def)	high
tt_4.8.4/scripts/engine_game.cpp	scripts	building/factory class	662	Code/Combat	member-def	high
tt_4.8.4/scripts/engine_game.h	scripts	utility	523	Code/Commando	include-fanout (1/1)	medium
tt_4.8.4/scripts/engine_io.cpp	scripts	utility	941	Code/wwlib	class-decl (paired header)	high
tt_4.8.4/scripts/engine_io.h	scripts	utility	275	Code/wwlib	class-decl	high
tt_4.8.4/scripts/engine_math.cpp	scripts	utility	100	Code/WWMath	include-fanout (1/1)	medium
tt_4.8.4/scripts/engine_math.h	scripts	utility	104	Code/WWMath	paired-file (include-fanout)	medium
tt_4.8.4/scripts/engine_obj.cpp	scripts	building/factory class	1095	Code/Combat	member-def	high
tt_4.8.4/scripts/engine_obj.h	scripts	utility	77	Code/wwlib	include-fanout (1/2)	low
tt_4.8.4/scripts/engine_obj2.cpp	scripts	building/factory class	722	Code/Combat	include-fanout (12/16)	medium
tt_4.8.4/scripts/engine_obj2.h	scripts	engine wrapper/API	71	Code/Combat	paired-file (include-fanout)	medium
tt_4.8.4/scripts/engine_phys.cpp	scripts	utility	253	Code/Combat	include-fanout (5/13)	low
tt_4.8.4/scripts/engine_phys.h	scripts	engine wrapper/API	43	Code/Combat	paired-file (include-fanout)	low
tt_4.8.4/scripts/engine_player.cpp	scripts	utility	709	Code/Commando	include-fanout (4/9)	low
tt_4.8.4/scripts/engine_player.h	scripts	engine wrapper/API	61	Code/Commando	paired-file (include-fanout)	low
tt_4.8.4/scripts/engine_pt.cpp	scripts	network extension	229	Code/wwnet	include-fanout (1/2)	low
tt_4.8.4/scripts/engine_pt.h	scripts	utility	26	Code/Combat	include-fanout (1/1)	medium
tt_4.8.4/scripts/engine_script.cpp	scripts	building/factory class	719	Code/Combat	include-fanout (4/9)	low
tt_4.8.4/scripts/engine_script.h	scripts	utility	169	Code/wwlib	include-fanout (2/2)	medium
tt_4.8.4/scripts/engine_string.cpp	scripts	utility	463	Code/wwlib	class-decl (paired header)	high
tt_4.8.4/scripts/engine_string.h	scripts	utility	1156	Code/wwlib	class-decl	high
tt_4.8.4/scripts/engine_tdb.cpp	scripts	utility	242	Code/Combat	include-fanout (3/5)	medium
tt_4.8.4/scripts/engine_tdb.h	scripts	engine wrapper/API	159	Code/Combat	paired-file (include-fanout)	medium
tt_4.8.4/scripts/engine_threading.cpp	scripts	utility	38	Code/wwlib	paired-file (include-fanout)	medium
tt_4.8.4/scripts/engine_threading.h	scripts	utility	33	Code/wwlib	include-fanout (1/1)	medium
tt_4.8.4/scripts/engine_tt.cpp	scripts	building/factory class	1310	Code/Scripts	script-decl	high
tt_4.8.4/scripts/engine_tt.h	scripts	custom gameplay script	734	Code/Scripts	script-decl	high
tt_4.8.4/scripts/engine_ttdef.h	scripts	custom gameplay script	149	Code/Scripts	area-default	low
tt_4.8.4/scripts/engine_vector.h	scripts	utility	1818	Code/wwlib	class-decl	high
tt_4.8.4/scripts/engine_weap.cpp	scripts	utility	941	Code/Combat	include-fanout (11/14)	medium
tt_4.8.4/scripts/engine_weap.h	scripts	engine wrapper/API	279	Code/Combat	paired-file (include-fanout)	medium
tt_4.8.4/scripts/gap.cpp	scripts	custom gameplay script	376	Code/Scripts	script-decl	high
tt_4.8.4/scripts/gap.h	scripts	custom gameplay script	43	Code/Scripts	script-decl	high
tt_4.8.4/scripts/gmbuilding.cpp	scripts	custom gameplay script	273	Code/Scripts	script-decl	high
tt_4.8.4/scripts/gmbuilding.h	scripts	custom gameplay script	25	Code/Scripts	script-decl	high
tt_4.8.4/scripts/gmgame.cpp	scripts	custom gameplay script	2171	Code/Scripts	script-decl	high
tt_4.8.4/scripts/gmgame.h	scripts	custom gameplay script	213	Code/Scripts	script-decl	high
tt_4.8.4/scripts/gmlog.cpp	scripts	utility	185	Code/wwlib	include-fanout (1/1)	medium
tt_4.8.4/scripts/gmlog.h	scripts	utility	28	Code/wwlib	paired-file (include-fanout)	medium
tt_4.8.4/scripts/gmplugin.h	scripts	utility	69	Code/wwlib	include-fanout (1/1)	medium
tt_4.8.4/scripts/gmsoldier.cpp	scripts	custom gameplay script	367	Code/Scripts	script-decl	high
tt_4.8.4/scripts/gmsoldier.h	scripts	custom gameplay script	48	Code/Scripts	script-decl	high
tt_4.8.4/scripts/gmvehicle.cpp	scripts	custom gameplay script	617	Code/Scripts	script-decl	high
tt_4.8.4/scripts/gmvehicle.h	scripts	custom gameplay script	43	Code/Scripts	script-decl	high
tt_4.8.4/scripts/inttest.h	scripts	render/shader integration	140	Code/ww3d2	class-decl	high
tt_4.8.4/scripts/iran_scripts.cpp	scripts	custom gameplay script	256	Code/Scripts	script-decl	high
tt_4.8.4/scripts/iran_scripts.h	scripts	custom gameplay script	61	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwcine.cpp	scripts	custom gameplay script	1404	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwcine.h	scripts	custom gameplay script	141	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwcust.cpp	scripts	custom gameplay script	1729	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwcust.h	scripts	custom gameplay script	529	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwdef.cpp	scripts	custom gameplay script	4182	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwdef.h	scripts	custom gameplay script	721	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwdmg.cpp	scripts	custom gameplay script	1375	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwdmg.h	scripts	custom gameplay script	451	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwgame.cpp	scripts	custom gameplay script	3587	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwgame.h	scripts	custom gameplay script	475	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwgun.cpp	scripts	custom gameplay script	5014	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwgun.h	scripts	custom gameplay script	581	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwhook.cpp	scripts	custom gameplay script	996	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwhook.h	scripts	custom gameplay script	128	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwmisc.cpp	scripts	custom gameplay script	2958	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwmisc.h	scripts	custom gameplay script	704	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwobj.cpp	scripts	custom gameplay script	4204	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwobj.h	scripts	custom gameplay script	149	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwpoke.cpp	scripts	custom gameplay script	1406	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwpoke.h	scripts	custom gameplay script	308	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwpow.cpp	scripts	custom gameplay script	162	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwpow.h	scripts	custom gameplay script	64	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwscr.cpp	scripts	custom gameplay script	521	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwscr.h	scripts	custom gameplay script	105	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwsnd.cpp	scripts	custom gameplay script	694	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwsnd.h	scripts	custom gameplay script	157	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwveh.cpp	scripts	custom gameplay script	1427	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwveh.h	scripts	custom gameplay script	271	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwweap.cpp	scripts	custom gameplay script	1508	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwweap.h	scripts	custom gameplay script	286	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwws.cpp	scripts	custom gameplay script	741	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwws.h	scripts	custom gameplay script	192	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwzone.cpp	scripts	custom gameplay script	3530	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jfwzone.h	scripts	custom gameplay script	604	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jmgBearHunter.cpp	scripts	custom gameplay script	9591	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jmgBearHunter.h	scripts	custom gameplay script	3726	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jmgMetroid.cpp	scripts	custom gameplay script	5470	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jmgMetroid.h	scripts	custom gameplay script	4545	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jmgUtility.cpp	scripts	custom gameplay script	19468	Code/Scripts	script-decl	high
tt_4.8.4/scripts/jmgUtility.h	scripts	custom gameplay script	12689	Code/Scripts	script-decl	high
tt_4.8.4/scripts/kak.cpp	scripts	custom gameplay script	1085	Code/Scripts	script-decl	high
tt_4.8.4/scripts/kak.h	scripts	custom gameplay script	141	Code/Scripts	script-decl	high
tt_4.8.4/scripts/kamuix.cpp	scripts	custom gameplay script	271	Code/Scripts	script-decl	high
tt_4.8.4/scripts/kamuix.h	scripts	custom gameplay script	89	Code/Scripts	script-decl	high
tt_4.8.4/scripts/matrix4.cpp	scripts	utility	98	Code/WWMath	basename	high
tt_4.8.4/scripts/matrix4.h	scripts	utility	316	Code/WWMath	basename	high
tt_4.8.4/scripts/mdb.cpp	scripts	custom gameplay script	499	Code/Scripts	script-decl	high
tt_4.8.4/scripts/mdb.h	scripts	custom gameplay script	119	Code/Scripts	script-decl	high
tt_4.8.4/scripts/mdbdef.cpp	scripts	custom gameplay script	733	Code/Scripts	script-decl	high
tt_4.8.4/scripts/mdbdef.h	scripts	custom gameplay script	87	Code/Scripts	script-decl	high
tt_4.8.4/scripts/mdbevf.cpp	scripts	custom gameplay script	1392	Code/Scripts	script-decl	high
tt_4.8.4/scripts/mdbevf.h	scripts	custom gameplay script	136	Code/Scripts	script-decl	high
tt_4.8.4/scripts/ms.cpp	scripts	custom gameplay script	1232	Code/Scripts	script-decl	high
tt_4.8.4/scripts/ms.h	scripts	custom gameplay script	153	Code/Scripts	script-decl	high
tt_4.8.4/scripts/ms_ai.cpp	scripts	custom gameplay script	8586	Code/Scripts	script-decl	high
tt_4.8.4/scripts/multilist.cpp	scripts	utility	157	Code/wwlib	class-decl (paired header)	high
tt_4.8.4/scripts/multilist.h	scripts	utility	452	Code/wwlib	class-decl	high
tt_4.8.4/scripts/neo.cpp	scripts	custom gameplay script	674	Code/Scripts	script-decl	high
tt_4.8.4/scripts/neo.h	scripts	custom gameplay script	55	Code/Scripts	script-decl	high
tt_4.8.4/scripts/nh.cpp	scripts	custom gameplay script	142	Code/Scripts	script-decl	high
tt_4.8.4/scripts/nh.h	scripts	custom gameplay script	37	Code/Scripts	script-decl	high
tt_4.8.4/scripts/nhp.cpp	scripts	custom gameplay script	310	Code/Scripts	script-decl	high
tt_4.8.4/scripts/nhp.h	scripts	custom gameplay script	50	Code/Scripts	script-decl	high
tt_4.8.4/scripts/obboxclass.h	scripts	utility	109	Code/WWMath	class-decl	high
tt_4.8.4/scripts/obelfix.cpp	scripts	custom gameplay script	592	Code/Scripts	script-decl	high
tt_4.8.4/scripts/obelfix.h	scripts	custom gameplay script	75	Code/Scripts	script-decl	high
tt_4.8.4/scripts/physcoltest.h	scripts	physics/collision API	84	Code/wwphys	class-decl	high
tt_4.8.4/scripts/physinttest.h	scripts	physics/collision API	117	Code/wwphys	class-decl	high
tt_4.8.4/scripts/plane.h	scripts	utility	120	Code/WWMath	class-decl	high
tt_4.8.4/scripts/prototypeclass.h	scripts	render/shader integration	37	Code/ww3d2	class-decl	high
tt_4.8.4/scripts/ra2.cpp	scripts	custom gameplay script	701	Code/Scripts	script-decl	high
tt_4.8.4/scripts/ra2.h	scripts	custom gameplay script	114	Code/Scripts	script-decl	high
tt_4.8.4/scripts/ra_legacy.cpp	scripts	custom gameplay script	501	Code/Scripts	script-decl	high
tt_4.8.4/scripts/ra_legacy.h	scripts	custom gameplay script	67	Code/Scripts	script-decl	high
tt_4.8.4/scripts/reborn.cpp	scripts	custom gameplay script	1526	Code/Scripts	script-decl	high
tt_4.8.4/scripts/reborn.h	scripts	custom gameplay script	143	Code/Scripts	script-decl	high
tt_4.8.4/scripts/rect.h	scripts	utility	69	Code/WWMath	class-decl	high
tt_4.8.4/scripts/renalert.cpp	scripts	custom gameplay script	4038	Code/Scripts	script-decl	high
tt_4.8.4/scripts/renalert.h	scripts	custom gameplay script	438	Code/Scripts	script-decl	high
tt_4.8.4/scripts/renalert2.cpp	scripts	custom gameplay script	621	Code/Scripts	script-decl	high
tt_4.8.4/scripts/renalert2.h	scripts	custom gameplay script	99	Code/Scripts	script-decl	high
tt_4.8.4/scripts/scriptfactory.cpp	scripts	custom gameplay script	52	Code/Scripts	member-def	high
tt_4.8.4/scripts/scriptregistrar.cpp	scripts	custom gameplay script	109	Code/Scripts	basename	high
tt_4.8.4/scripts/scripts.cpp	scripts	custom gameplay script	350	Code/Scripts	script-decl	high
tt_4.8.4/scripts/scripts.h	scripts	custom gameplay script	801	Code/Scripts	script-decl	high
tt_4.8.4/scripts/scud.cpp	scripts	custom gameplay script	1036	Code/Scripts	script-decl	high
tt_4.8.4/scripts/scud.h	scripts	custom gameplay script	164	Code/Scripts	script-decl	high
tt_4.8.4/scripts/sh_blocker.cpp	scripts	custom gameplay script	76	Code/Scripts	script-decl	high
tt_4.8.4/scripts/sh_factory.cpp	scripts	custom gameplay script	120	Code/Scripts	script-decl	high
tt_4.8.4/scripts/sh_underground.cpp	scripts	custom gameplay script	441	Code/Scripts	script-decl	high
tt_4.8.4/scripts/shawk.cpp	scripts	custom gameplay script	400	Code/Scripts	script-decl	high
tt_4.8.4/scripts/shawk.h	scripts	custom gameplay script	24	Code/Scripts	script-decl	high
tt_4.8.4/scripts/straw.cpp	scripts	utility	156	Code/wwlib	class-decl (paired header)	high
tt_4.8.4/scripts/straw.h	scripts	utility	269	Code/wwlib	class-decl	high
tt_4.8.4/scripts/survival.cpp	scripts	custom gameplay script	832	Code/Scripts	script-decl	high
tt_4.8.4/scripts/survival.h	scripts	custom gameplay script	106	Code/Scripts	script-decl	high
tt_4.8.4/scripts/tda.cpp	scripts	custom gameplay script	509	Code/Scripts	script-decl	high
tt_4.8.4/scripts/tda.h	scripts	custom gameplay script	212	Code/Scripts	script-decl	high
tt_4.8.4/scripts/tfx.cpp	scripts	custom gameplay script	59	Code/Scripts	script-decl	high
tt_4.8.4/scripts/tfx.h	scripts	custom gameplay script	19	Code/Scripts	script-decl	high
tt_4.8.4/scripts/unstoppable.cpp	scripts	custom gameplay script	1886	Code/Scripts	script-decl	high
tt_4.8.4/scripts/unstoppable.h	scripts	custom gameplay script	1382	Code/Scripts	script-decl	high
tt_4.8.4/scripts/vector2.h	scripts	utility	299	Code/WWMath	class-decl	high
tt_4.8.4/scripts/vector4.h	scripts	utility	156	Code/WWMath	class-decl	high
tt_4.8.4/scripts/w3d.h	scripts	render/shader integration	1071	Code/ww3d2	class-decl	high
tt_4.8.4/scripts/weaponmgr.h	scripts	engine wrapper/API	205	Code/Combat	class-decl	high
tt_4.8.4/scripts/wwmath.cpp	scripts	utility	49	Code/WWMath	basename	high
tt_4.8.4/scripts/wwmath.h	scripts	utility	345	Code/WWMath	basename	high
tt_4.8.4/scripts/xpert.cpp	scripts	custom gameplay script	73	Code/Scripts	script-decl	high
tt_4.8.4/scripts/xpert.h	scripts	custom gameplay script	21	Code/Scripts	script-decl	high
tt_4.8.4/shaders/AABTreeCullSystemClass.h	shaders	render/shader integration	20	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/ArmorWarheadManager.h	shaders	render/shader integration	54	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/AudibleSoundClass.cpp	shaders	render/shader integration	488	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/AudibleSoundClass.h	shaders	render/shader integration	160	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/AudibleSoundDefinitionClass.h	shaders	render/shader integration	72	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/AudioCallbackListClass.h	shaders	render/shader integration	59	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/BackgroundMgrClass.cpp	shaders	render/shader integration	1936	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/BackgroundMgrClass.h	shaders	render/shader integration	469	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/BufferedFileClass.h	shaders	render/shader integration	128	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/BuildingAggregateClass.cpp	shaders	render/shader integration	31	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/BuildingAggregateDefClass.h	shaders	render/shader integration	40	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/BulletManager.cpp	shaders	render/shader integration	8	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/BulletManager.h	shaders	render/shader integration	31	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/CCameraClass.cpp	shaders	render/shader integration	721	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/CCameraClass.h	shaders	render/shader integration	109	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/CameraShakeSystemClass.cpp	shaders	render/shader integration	6	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/CameraShakeSystemClass.h	shaders	render/shader integration	9	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/CollisionMath.cpp	shaders	render/shader integration	73	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/CollisionMath.h	shaders	render/shader integration	93	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/CombatDazzleClass.h	shaders	render/shader integration	20	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/CombatManager.h	shaders	render/shader integration	202	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/CombatManager.shaders.cpp	shaders	render/shader integration	237	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/ConversationMgrClass.cpp	shaders	render/shader integration	8	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/ConversationMgrClass.h	shaders	render/shader integration	67	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/CullSystemClass.h	shaders	render/shader integration	52	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DDSFile.cpp	shaders	render/shader integration	233	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DDSFile.h	shaders	render/shader integration	134	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DLListClass.h	shaders	render/shader integration	205	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DX8MeshRendererClass.cpp	shaders	render/shader integration	249	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DX8MeshRendererClass.h	shaders	render/shader integration	75	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DX8PolygonRendererClass.cpp	shaders	render/shader integration	51	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DX8PolygonRendererClass.h	shaders	render/shader integration	54	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DX8TextureCategoryClass.cpp	shaders	render/shader integration	245	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DX8TextureCategoryClass.h	shaders	render/shader integration	58	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DX8Wrapper.cpp	shaders	render/shader integration	1371	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
