class	method	arity	virtual	openw3d_class	source_kind	source_file	source_line	address	openw3d_has	openw3d_owners	declaration
SoldierGameObj	Set_Skeleton_Width	1	1	present	declaration-only				nowhere		virtual void Set_Skeleton_Width( float width );
SoldierGameObj	Trigger_Smooth_Skeleton_Height_Resize	2	1	present	declaration-only				nowhere		virtual void Trigger_Smooth_Skeleton_Height_Resize(float targetHeight,float speed);
SoldierGameObj	Trigger_Smooth_Skeleton_Width_Resize	2	1	present	declaration-only				nowhere		virtual void Trigger_Smooth_Skeleton_Width_Resize(float targetWidth,float speed);
SuperweaponGameObj	Get_Definition	0	0	absent	defined	tt_4.8.4/scripts/engine_obj.cpp	141				SCRIPTS_API const SuperweaponGameObjDef & Get_Definition (void) const;
SuperweaponGameObj	As_SuperweaponGameObj	0	0	absent	inline-header	tt_4.8.4/scripts/SuperweaponGameObj.h	23				SuperweaponGameObj * As_SuperweaponGameObj (void) { return this; }
SuperweaponGameObj	Is_Launching	0	0	absent	inline-header	tt_4.8.4/scripts/SuperweaponGameObj.h	31				bool Is_Launching() {return Launching;}
SuperweaponGameObj	Launch	0	0	absent	address-stub	tt_4.8.4/scripts/engine_tt.cpp	1177	AT2(0x00740D50,0x007405F0)			SCRIPTS_API void Launch();
SuperweaponGameObj	CnC_Initialize	1	0	absent	declaration-only				owned elsewhere	AirStripGameObj,BuildingGameObj,RefineryGameObj,RepairBayGameObj,SoldierFactoryGameObj,VehicleFactoryGameObj	void CnC_Initialize (BaseControllerClass *base);
SuperweaponGameObj	Export_Occasional	1	0	absent	declaration-only				owned elsewhere	BaseControllerClass,DamageableGameObj,NetworkObjectClass,PlayerDataClass,SoldierGameObj,cPlayer	void Export_Occasional( BitStreamClass &packet );
SuperweaponGameObj	Get_Factory	0	0	absent	declaration-only				owned elsewhere	AccessiblePhysClass,AccessiblePhysDefClass,AirStripGameObj,AirStripGameObjDef,AmmoDefinitionClass,AttackActionCodeClass	const PersistFactoryClass & Get_Factory (void) const;
SuperweaponGameObj	Import_Occasional	1	0	absent	declaration-only				owned elsewhere	BaseControllerClass,DamageableGameObj,NetworkObjectClass,PlayerDataClass,SoldierGameObj,cPlayer	void Import_Occasional( BitStreamClass &packet );
SuperweaponGameObj	Init	0	1	absent	declaration-only				owned elsewhere	AABoxClass,AccessiblePhysClass,ActiveCategoryStackClass,AirStripGameObj,AnimCollisionManagerClass,ArgvClass	virtual void Init( void );
SuperweaponGameObj	Init	1	0	absent	declaration-only				owned elsewhere	AABoxClass,AccessiblePhysClass,ActiveCategoryStackClass,AirStripGameObj,AnimCollisionManagerClass,ArgvClass	void Init (const SuperweaponGameObjDef & definition);
SuperweaponGameObj	Load	1	0	absent	declaration-only				owned elsewhere	AABTreeCullSystemClass,AABTreeSoundCullClass,AccessiblePhysClass,AccessiblePhysDefClass,ActionClass,ActiveConversationClass	bool Load (ChunkLoadClass &cload);
SuperweaponGameObj	Load_Variables	1	0	absent	declaration-only				owned elsewhere	AccessiblePhysClass,AccessiblePhysDefClass,ActiveConversationClass,AirStripGameObj,AirStripGameObjDef,AudibleSoundDefinitionClass	void Load_Variables (ChunkLoadClass &cload);
SuperweaponGameObj	On_Destroyed	0	0	absent	declaration-only				owned elsewhere	BuildingGameObj,ComCenterGameObj,PowerPlantGameObj,RefineryGameObj,SoldierFactoryGameObj,VehicleFactoryGameObj	void On_Destroyed (void);
SuperweaponGameObj	Play_Launch_Animation	1	0	absent	declaration-only				nowhere		void Play_Launch_Animation(bool onoff);
SuperweaponGameObj	Save	1	0	absent	declaration-only				owned elsewhere	AABTreeCullSystemClass,AABTreeSoundCullClass,AccessiblePhysClass,AccessiblePhysDefClass,ActionClass,ActiveConversationClass	bool Save (ChunkSaveClass &csave);
SuperweaponGameObj	SuperweaponGameObj	0	0	absent	declaration-only				nowhere		SuperweaponGameObj (void);
SuperweaponGameObj	Think	0	0	absent	declaration-only				owned elsewhere	ActiveConversationClass,AirStripGameObj,AutoRestartClass,BaseControllerClass,BaseGameObj,BeaconGameObj	void Think();
SuperweaponGameObj	~SuperweaponGameObj	0	0	absent	declaration-only				nowhere		~SuperweaponGameObj (void);
VehicleGameObj	Is_Underground	0	0	present	inline-header	tt_4.8.4/scripts/VehicleGameObj.h	129				bool Is_Underground() { return Peek_Physical_Object()->Get_Collision_Group() == UNDERGROUND_COLLISION_GROUP; }
VehicleGameObj	Set_Color	1	0	present	inline-header	tt_4.8.4/scripts/VehicleGameObj.h	140				void Set_Color(Vector3 &color) {if (UndergroundEffect){UndergroundEffect->Set_Color(color);Set_Object_Dirty_Bit( NetworkObjectClass::BIT_RARE, true );}}
VehicleGameObj	Check_If_On_Surface	1	1	present	declaration-only				nowhere		virtual int Check_If_On_Surface(int surface_type);
VehicleGameObj	Collision_Occurred	1	1	present	declaration-only				owned elsewhere	BulletClass,C4GameObj,PhysClass,PhysObserverClass,SoldierGameObj	virtual CollisionReactionType Collision_Occurred( const CollisionEventClass & event );
VehicleGameObj	Export_Occasional	1	1	present	declaration-only				owned elsewhere	BaseControllerClass,DamageableGameObj,NetworkObjectClass,PlayerDataClass,SoldierGameObj,cPlayer	virtual void Export_Occasional( BitStreamClass &packet );
VehicleGameObj	Import_Occasional	1	1	present	declaration-only				owned elsewhere	BaseControllerClass,DamageableGameObj,NetworkObjectClass,PlayerDataClass,SoldierGameObj,cPlayer	virtual void Import_Occasional( BitStreamClass &packet );
VehicleGameObj	Reset_Sound_Effects	0	0	present	declaration-only				nowhere		void Reset_Sound_Effects( void );
